horse_id,horse_name,secretariat,seattle_slew,affirmed,american_pharoah,mr._prospector
4024,Arguto,1,1,0,0,1
1797,Ari's Naughty Luca,1,1,0,0,1
1634,Ariesberg,1,0,0,0,1
2633,Aris Gal Suz,0,0,1,0,1
738,Aristocratic,1,1,1,0,1
393,Ark in the Dark,1,1,0,0,1
3016,Arklow,0,0,0,0,1
2248,Armament,0,0,0,0,1
2515,Arrifana,1,1,0,0,1
2946,Arrocha (BRZ),1,0,0,0,1
4157,Art Buff,1,1,0,0,1
4479,Art Collector,1,1,0,0,1
3408,Art Thief,0,0,0,0,1
3630,Art of Almost,0,1,0,0,0
3662,Artemus Bridge,0,1,0,0,1
224,Arthur's Hope,0,1,0,0,1
3068,Ascender,1,0,0,0,1
3540,Asdaaf,0,0,0,0,1
1427,Ash n' Em,1,1,0,0,1
1730,Ashaar,0,0,1,0,1
941,Asher the Dasher,0,1,0,0,1
2631,Ashraq,1,1,1,0,1
3199,Ask Contrition,0,1,0,0,1
3545,Ask Siri,1,1,0,0,1
1200,Assail,0,0,0,0,0
3491,Assault Breaker,1,0,0,0,1
2800,Assault and Pepper,1,0,0,0,1
2400,Assiduously (GB),0,0,0,0,1
4284,Astarte Gold,0,0,0,0,1
690,Asterisk,1,1,0,0,1
1701,Astoria Kitten,0,0,0,0,1
939,Astrology Hill,1,1,0,0,1
2665,Astronaut,1,0,0,0,1
3039,Athary (IRE),1,0,0,0,1
3028,Athwaaq,0,0,0,0,1
4330,Atoka,1,1,0,0,1
2641,Atomic Blonde,1,1,0,0,1
2174,Atta Kid,0,1,0,0,1
1595,Aubrey Tate,1,1,0,0,1
1931,Augusta Moon,1,1,0,0,1
591,Aunt Babe,0,0,0,0,1
1534,Aunt Hattie (IRE),0,0,0,0,1
2902,Aurelia Garland,1,1,0,0,1
1966,Aurelius Maximus,1,1,0,0,1
4546,Austrian,1,0,0,0,0
1677,Autonomous,1,0,0,0,1
2811,Autostrade,1,1,0,0,1
3851,Ava K's Girl,1,1,0,0,1
2543,Ava Malone,0,0,0,0,1
1013,Avalina,1,1,0,0,1
537,Avast Matey,0,0,0,0,1
3596,Aveenu Malcainu,0,1,1,0,1
1490,Avocado,0,0,0,0,1
3222,Avocado Toast,0,1,0,0,1
3528,Avuncular,1,1,0,0,1
4320,Award Winner,0,1,0,0,1
1428,Awe Honey,0,1,0,0,1
198,Awesome Adversary,1,0,0,0,1
1606,Awesome Alana,1,0,0,0,1
1515,Awesome Ammo,1,1,1,0,1
3061,Awesome Mystery,1,1,0,0,1
2139,Awesome Quick,0,0,0,0,1
1342,Awesome Saturday,1,1,0,0,1
4293,Awestruck,1,1,0,0,1
268,Awillaway,0,0,0,0,1
1908,Axiomo,0,1,0,0,1
3986,Axtell,1,0,0,0,1
2479,Aye Aye Sir,0,0,0,0,0
4262,Aymara,1,0,0,0,1
1869,Aziza,1,0,0,0,1
3431,Azrael,1,0,0,0,1
2296,Azzedine (FR),0,0,0,0,0
3052,B. B. Dude,1,1,0,0,1
44,Baby Boss,1,1,0,0,1
3554,Bacchanalia,1,1,0,0,1
3930,Baci,0,1,0,0,1
2064,Back Charge,0,0,0,0,1
1465,Back to Back,0,1,0,0,1
22,Backsideofthemoon,1,1,0,0,1
2526,Backtohisroots,1,0,1,0,1
3598,Backyard Heaven,1,1,0,0,1
2666,Bad Beat Brian,0,0,0,0,1
2964,Bad Boy,1,0,0,0,1
3942,Bad Dude,1,1,0,0,1
858,Bad Guy,1,1,0,0,1
2885,Bad Sueno,1,1,0,0,1
2577,Baffin Bay,1,1,0,0,1
4302,Bahamian Prince,1,0,0,0,1
2372,Bail Out,0,0,0,0,1
512,Bal Harbour,1,0,0,0,1
1845,Balon Rose,0,0,0,0,1
2393,Banana Thief,1,0,1,0,1
2949,Bandua,1,1,0,0,1
1570,Bangle Gal,1,1,0,0,1
1439,Bank Examiner,1,1,0,0,1
884,Bank Gala,1,1,0,0,1
2278,Bank On Shea,1,0,0,0,1
2795,Bank On This,1,0,0,0,1
2774,Bank Sting,1,0,0,0,1
1954,Bankers Daughter,0,0,0,0,1
1571,Bankit,1,0,0,0,1
2152,Banque de Margaux,1,0,0,0,1
1028,Barbara P,1,0,0,0,1
4531,Barbara's Bank,1,1,0,0,1
2218,Bareeqa,1,1,0,0,1
3957,Barista Vixen,1,1,0,0,1
3472,Barkaa (FR),0,0,0,0,1
1843,Barker Lane,1,1,0,0,1
4115,Barleewon,1,1,0,0,0
2622,Barnacle Bill,1,1,0,0,1
1419,Barrel of Destiny,1,1,0,0,1
618,Barrel of Stout,0,0,0,0,1
3088,Barton Hall,1,0,0,0,1
4071,Basha,0,1,0,0,1
2265,Basie,1,1,0,0,1
4166,Basin,0,0,0,0,1
1224,Bassman Dave,1,1,0,0,1
3380,Bath And Tennis (IRE),1,0,0,0,1
3150,Battle Station,0,0,0,0,1
3365,Battle of Blenheim,0,0,0,0,1
233,Battle of Saratoga,1,1,0,0,1
284,Bavaro,1,0,0,0,1
2770,Bay Burner,0,1,0,0,1
1678,Bay Jewel,0,0,0,0,1
1975,Bayerly Seen,0,1,0,0,1
2187,Bayern's Mirage,0,1,0,0,1
3057,Be Gone Daddy,0,0,0,0,1
2350,Be Magic,1,1,0,0,1
956,Beach Access,1,0,1,0,1
2817,Beach Front,0,1,0,0,1
1004,Beachside,1,1,0,0,1
3831,Beachwalker,1,1,0,0,1
1767,Beale Street,1,1,0,0,1
1759,Bean Counter,0,0,1,0,1
2616,Bean Indiscreet,1,0,0,0,0
3617,Beans N Rice,0,0,1,0,1
1413,Bears Mafia,1,0,0,0,1
1722,Beau Belle,1,0,0,0,0
3297,Beau Recall (IRE),0,0,0,0,1
3532,Beautiful Amaila,1,0,0,0,0
1374,Beautiful Lover,0,0,0,0,1
2605,Beauty Buzz,1,1,0,0,1
4486,Beaux Arts,1,0,0,0,1
564,Bebe Banker,1,0,0,0,1
3668,Bebeau,1,1,0,0,1
4495,Because of Susan,1,1,0,0,1
952,Becca Takes Charge,1,1,0,0,1
2799,Becky's Mission,0,0,0,0,1
3748,Bedrock (GB),0,1,0,0,1
128,Bee'snbee's,0,0,0,0,1
3991,Beg to Differ,1,1,0,0,1
2542,Begonia,0,1,1,0,0
1040,Behind the Couch,0,1,0,0,1
554,Bel Cuore,1,1,0,0,0
3108,Belgrano,1,1,0,0,1
1545,Believe in Luck,0,1,0,0,1
3746,Belisarius (IRE),0,1,0,0,0
3770,Bell Court,1,0,0,0,1
3314,Bell's the One,0,0,1,0,1
2699,Bella Domenica,1,1,0,0,1
1957,Bella Invasion,1,1,0,0,1
1833,Bella Rose,1,0,0,0,1
2985,Bella Via Mi Amor,1,1,0,0,1
4347,Bellafina,1,1,0,0,1
2128,Bellamy Bigs,1,0,0,0,1
3210,Bellamy Knows,1,0,0,0,1
1652,Bellarmine Hall,1,0,0,0,1
3299,Bellavais,1,1,0,0,1
3965,Bellavia,1,1,0,0,1
4087,Belle Laura,1,0,0,0,1
3370,Belle of the Spa,1,0,0,0,1
1665,Bellera,1,1,0,0,1
4417,Belleville Spring,0,0,0,0,1
2304,Belleza,0,1,0,0,1
3959,Bells of War,0,0,0,0,1
3932,Bellsinthewood (IRE),0,0,0,0,0
3307,Belvoir Bay (GB),1,0,0,0,0
4008,Bemma's Boy,0,0,1,0,1
311,Benina,0,0,0,0,1
2989,Bernin' Thru Gold,1,1,0,0,1
2000,Bertranda,0,1,0,0,1
1262,Bestinthebusiness,0,0,0,0,1
2007,Beta,1,1,0,0,0
3463,Betsy's Beau,1,0,0,0,1
3290,Better Tapit,1,1,0,0,1
2371,Betterment,0,0,0,0,1
614,Bettor Bank On It,1,1,0,0,1
2219,Betty F (GB),0,0,0,0,1
2120,Beyond Brown,0,1,0,0,1
549,Beyond Discreet,1,1,0,0,1
4112,Beyond Gone,1,0,1,0,1
4316,Beyond the Green,1,1,0,0,1
3343,Biblical,1,1,0,0,1
3422,Bid You Adieu,1,0,0,0,1
1556,Big Bella Brown,0,0,0,0,1
1193,Big Bennys Tribute,1,1,0,0,1
478,Big Birthday,1,1,0,0,1
2498,Big Bounty,0,0,0,0,1
2455,Big Boy Mo,0,1,0,0,1
16,Big Brown Cat,1,1,0,0,1
151,Big Browning,0,0,0,0,1
3889,Big City Bob,0,0,1,0,1
1801,Big Cyn,0,0,0,0,1
856,Big Engine,0,0,0,0,1
112,Big Expense,0,0,0,0,1
1230,Big Gemmy,1,1,0,0,1
2880,Big Handsome,1,0,0,0,1
1174,Big Mountain,0,0,0,0,0
677,Big Muddy,0,1,0,0,1
2478,Big Package,1,1,0,0,1
660,Big Paddy Brown,1,0,0,0,0
2207,Big Q,1,0,0,0,0
1580,Big Red Girl,0,0,0,0,0
1675,Big Royal Lineage,1,1,0,0,1
871,Big Thicket,1,1,0,0,1
1207,Big Wonder,1,0,0,0,1
2740,Big's Gray Day,1,1,0,0,1
438,Bigsouljoel,1,0,0,0,1
2171,Bijemini Slew,1,1,0,0,1
420,Binary,0,0,1,0,1
4595,Bingolina,0,1,0,0,1
3093,Bingwa,1,0,1,0,1
866,Binkster,1,1,0,0,1
3005,Binti Al Nar (GER),0,0,0,0,0
4029,Bird Tycoon,1,1,0,0,1
3044,Bird's Eye View,0,0,0,0,1
2275,Birthday Gift,1,0,0,0,1
55,Bitumen,1,1,0,0,1
898,Bizness Beauty,1,1,0,0,1
1343,Black Tide,0,0,0,0,0
4194,Blackberry Wine,1,1,0,0,1
2482,Blacktop Legend,1,1,0,0,1
1792,Blahnik,1,1,0,0,1
2667,Blame Debbie,1,0,0,0,1
3435,Blame It On Mom,1,0,0,0,1
4082,Blame the Cake,1,1,0,0,1
1563,Blame the Thief,1,1,0,0,1
2198,Blameless,1,0,0,0,1
4245,Blanket of Roses,0,0,0,0,1
3585,Blenheim Palace (IRE),1,0,0,0,1
1827,Blessed Halo,0,0,0,0,1
902,Blessed Honour,1,1,0,0,1
4283,Blessingsofliberty,1,1,0,0,1
977,Blewitt,0,0,0,0,0
1062,Blinded Vision,1,0,1,0,1
424,Blindwillie McTell,1,1,0,0,1
444,Blissful Breeze,0,1,0,0,1
3138,Blitchton Lady,1,0,0,0,1
2915,Block and Plank,0,1,0,0,1
2083,Blockade,0,0,1,0,1
2216,Blonde Moment,0,1,0,0,1
3183,Blood Red Sky,0,0,0,0,1
4523,Blossom Bow,0,1,0,0,1
1532,Blowout (GB),0,0,0,0,0
4305,Blue Atlas,0,0,0,0,1
818,Blue Belt,1,1,0,0,1
4148,Blue Gem,0,1,1,0,1
3152,Blue Jean Kitten,1,0,0,0,1
3257,Blue Parrot,1,1,0,0,1
290,Blue Pigeon,0,0,0,0,0
4525,Blue Prize (ARG),1,0,0,0,1
377,Blue Skies Forever,1,1,0,0,1
1832,Blueblood,1,0,0,0,1
1006,Bluegrass Express,1,1,0,0,1
903,Bluegrass Jamboree,1,1,0,0,1
3758,Bluegrass Parkway,1,0,0,0,1
1668,Blues City,1,1,0,0,1
101,Blugrascat's Smile,1,1,0,0,1
4000,Blurred Line,1,1,0,0,1
171,Bobby G,1,1,0,0,1
991,Bobby Man,0,0,0,0,1
4,Bobby's Song,0,0,1,0,1
2460,Bobbyfromthepalm,0,1,0,0,1
4088,Bohemian Bourbon,1,1,0,0,1
3354,Bold Daddy,0,0,0,0,1
188,Bold Gem,0,1,0,0,1
4123,Bolita Boyz,0,0,0,0,1
157,Bon Raison,1,1,0,0,1
2172,Bondurant,0,0,0,0,1
3853,Bongga,1,1,0,0,1
928,Bonita Bianca,0,0,0,0,1
3847,Bonus Points,1,1,1,0,1
2098,Booby Trap,0,0,0,0,0
1867,Boom Boom Girl,0,0,0,0,1
2447,Boom Boom Kaboom,1,1,0,0,1
2650,Boos (FR),0,0,0,0,1
557,Boosted Ego,0,1,0,0,1
560,Bootlegger (FR),1,1,0,0,1
2021,Boppin Anda Weavin,1,1,0,0,1
3841,Border Town,0,0,0,0,1
4483,Borough Boy,1,0,0,0,1
3319,Borracho,1,1,0,0,1
536,Borsa Vento,1,0,1,0,1
4183,Boss Man,0,0,0,0,0
3600,Bossy Bride,1,1,0,0,1
3755,Boston Beauties (IRE),0,0,0,0,1
3404,Botswana,1,0,0,0,1
3983,Bound for Nowhere,1,0,0,0,1
2002,Bourbon Bay,0,1,0,0,1
753,Bourbon Boy,0,0,0,0,1
4273,Bourbon Calling,1,1,0,0,1
6,Bourbon Did It,1,0,0,0,1
133,Bourbon High,0,0,0,0,1
1709,Bourbon Mission,0,0,0,0,1
5,Bourbon N Rye,0,0,0,0,1
3778,Bourbon Rising,1,0,0,0,1
3337,Bourbon War,1,1,0,0,1
2233,Bourbon in May,0,0,0,0,1
4518,Bovary,1,1,0,0,1
1802,Bow Maker,1,1,0,0,1
1245,Bow Town Cat,1,0,0,0,1
1281,Bowl of Kisses,0,0,0,0,1
3992,Box N Score,0,1,0,0,1
2828,Box of Rain,1,1,0,0,1
3824,Boxer Rebellion,1,1,0,0,1
4152,Boxwood,1,1,0,0,1
4058,Bozzini,1,1,0,0,1
4530,Brady's Palace,1,1,0,0,1
2202,Brahe,0,1,0,0,1
3826,Bramble Berry,1,1,0,0,1
3794,Bramble Queen,0,0,0,0,1
1227,Brass Ring,1,0,0,0,1
1977,Bray,0,1,1,0,1
539,Brazen Prince,1,1,0,0,1
2144,Break Curfew,0,0,1,0,1
3349,Break Even,1,0,0,0,1
669,Breaking Boundary,1,1,0,0,1
2373,Breaking Bread,1,0,0,0,1
3418,Breaking the Rules,1,1,0,0,1
1703,Bredenbury (IRE),1,0,0,0,1
4533,Breed's Hill,1,1,0,0,1
814,Brees Bayou,1,1,0,0,1
2266,Breithorn,0,0,1,0,1
2600,Brewman,0,0,0,0,1
3651,Brewmeister,1,0,0,0,1
3526,Brexit Revenge,1,1,0,0,1
4250,Brian's Last Song,1,1,0,0,1
3990,Bricco,1,0,0,0,1
2271,Brice,1,1,0,0,1
3329,Bricks and Mortar,1,1,0,0,0
4621,Brickyard,1,1,0,0,0
4360,Bridal Path,0,1,0,0,1
4270,Bridaled Temper,0,0,0,0,1
543,Bridgetothefuture,0,1,0,0,1
2706,Bridlewood Cat,1,1,0,0,1
3558,Brill,0,0,0,0,1
3640,Brilliant Brooks,0,0,0,0,1
1643,Brimstone,1,0,0,0,0
4474,British Idiom,1,1,0,0,1
3498,Brittas Bay,1,0,0,0,1
2856,Broadway Angel,1,0,0,0,1
528,Broadway Bay,0,0,0,0,1
2648,Broadway Run,1,1,0,0,1
1944,Brockmoninoff,1,0,0,0,1
1076,Brockthebank,1,0,0,0,1
2893,Broken Border,0,0,0,0,1
3944,Broken English,0,0,0,0,1
588,Broker's Reward,1,1,0,0,1
2053,Bronco Sally,1,1,0,0,1
883,Bronx Bomber,1,1,0,0,0
25,Bronx Sandman,1,1,0,0,1
1190,Bronxville,1,1,0,0,1
2602,Bronze Lion,1,0,0,0,1
3133,Brooke Marie,1,1,0,0,1
1680,Brooke and Emory,1,0,0,0,1
3987,Brother Brad,1,1,0,0,1
985,Brother Tez,1,1,0,0,1
2307,Brovia,0,1,0,0,1
3821,Brown Buckeye,0,0,0,0,0
1235,Brown Essence,0,1,0,0,1
1590,Brown Eyed Boy,0,0,0,0,1
2173,Brucarita,1,0,0,0,0
3728,Brucia La Terra,1,1,0,0,1
2840,Brunate,0,1,0,0,1
2754,Brush Country,1,1,0,0,0
3814,Bucked Tooth,0,1,0,0,1
2416,Buff's in Love,1,1,0,0,1
671,Build to Suit,0,1,1,0,1
783,Bull Feathers,1,0,0,0,0
3196,Bull of Bayern,1,1,0,0,1
4378,Bullet Star,1,0,0,0,1
4578,Bulletin,0,0,0,0,1
2454,Bulwark,0,0,0,0,0
540,Bumperdoo,0,0,0,0,1
3076,Bunyan's Axe,1,0,0,0,1
3421,Burkey's Bro,1,1,0,0,1
3669,Burn and Turn,0,0,0,0,1
4258,Burn the Boats,1,0,0,0,1
1022,Business Cycle,0,0,0,0,1
2497,Businessindubai,1,0,0,0,1
434,Buss the Bell,0,0,0,0,1
2513,Bustin Hoffman,1,0,0,0,1
1862,Bustin Mach Four,0,0,0,0,1
828,Bustin Scones,0,0,0,0,1
1273,Bustin Shout,0,0,0,0,1
450,Bustin to Be Loved,0,0,0,0,1
2835,Bustin to Please,0,0,0,0,1
4015,Buxom Beast,0,0,0,0,1
3996,Buy Land and See,1,1,0,0,0
4039,By Your Side,0,1,0,0,1
451,By the Sey Shore,0,0,0,0,1
4529,Bychance,1,1,0,0,1
432,Bydawnsearlylight,0,1,0,0,1
1189,Bye Bye Man,1,1,0,0,1
4246,Bye Bye Melvin,0,1,0,0,1
1385,Bye Bye Nicky,0,1,0,0,1
168,Byself,1,0,0,0,1
3768,C C Rider,1,0,1,0,0
3095,Cache,1,0,0,0,1
969,Cadeau de Paix,1,1,0,0,1
3203,Cafe Americano,0,0,0,0,0
4004,Cain V and D C,1,0,0,0,1
4407,Cairo Cat,1,0,0,0,1
3191,Cairo Cutie,1,0,0,0,1
4289,Cairo Express,1,0,0,0,1
1383,Cairo Queen,0,0,0,0,1
76,Caitriona,1,1,0,0,1
2999,Calamity Kat,1,1,0,0,1
531,Calculated Risker,1,0,1,0,1
790,Caledonian,1,1,0,0,1
701,California Night,1,1,1,0,1
2414,Calinas Song,1,0,0,0,1
12,Call It a Truce,1,1,0,0,1
499,Call Me,1,1,0,0,1
2547,Call Me Harry,1,1,0,0,1
1355,Call Me Kayla,1,0,0,0,1
2860,Call Me Later,1,1,0,0,1
1315,Call Paul,1,1,0,0,1
2394,Call Wil,0,1,0,0,1
238,Call the Cat,1,0,1,0,0
3002,Calling Cairo,0,0,0,0,1
3229,Cambier Parc,0,1,0,0,1
2732,Camorra,0,0,0,0,1
1059,Camouflaged Kisser,0,0,0,0,1
3340,Campaign,0,0,0,0,1
437,Can Go,1,0,0,0,1
1506,Can U Handle This,1,1,0,0,1
3912,Can't Pass It Up,1,1,0,0,1
851,Can'tweallgetalong,1,0,0,0,1
2490,Canarsie Angel,1,0,0,0,1
771,Canarsie Girl,0,0,1,0,1
3497,Canarsie Kid,0,0,0,0,1
1195,Canarsie Princess,0,0,0,0,1
1084,Candid Desire,0,0,1,0,1
1367,Candy Boss,1,1,0,0,1
3982,Candy Flower,0,1,0,0,1
2768,Candy Money,1,1,0,0,1
1112,Candy Promises,0,1,0,0,1
979,Candy Smile,0,0,0,0,1
3962,Candy Store (IRE),0,0,0,0,1
2264,Candy Tycoon,0,1,0,0,1
1491,Candy for All,1,0,0,0,1
1561,Candygram,0,0,0,0,1
3674,Candygramformongo,0,1,0,0,1
3284,Canessar (FR),0,0,0,0,1
1603,Canteen,0,0,0,0,1
915,Caoimhe,0,0,0,0,1
3186,Cap de Creus,1,1,0,0,1
4130,Cape Angel,1,0,0,0,1
1123,Cape Ann,0,0,0,0,0
2226,Cape Cod Diva,0,0,0,0,1
4191,Cape Lookout,1,0,0,0,1
3582,Cape of Good Hope (IRE),0,0,0,0,1
3301,Capla Temptress (IRE),0,0,0,0,1
2094,Capt. Courageous,1,0,0,0,1
2757,Captain Bombastic,1,0,0,0,1
1069,Captain Frost,1,1,0,0,1
15,Caralicious,0,0,0,0,1
4056,Cardiac Kid,1,0,0,1,1
3521,Cardiac Kitten,1,0,0,0,0
3714,Cardiff Cay,0,1,0,0,1
888,Carfullofmoonshine,1,1,0,0,1
770,Cariba,1,0,0,0,1
613,Caribbean Girl,1,1,0,0,1
1889,Caribou Club,1,0,0,0,1
3588,Carlino,0,1,0,0,1
1011,Carlisle Belle,0,0,0,0,1
2560,Carlos L.,1,1,0,0,1
174,Carmine's Honor,1,1,0,0,1
2431,Carnegie Song,1,1,0,0,1
3048,Carom,1,1,0,0,1
4215,Carotari,0,0,0,0,1
1959,Carpe Amorina,1,0,0,0,1
26,Carrera Cat,1,1,0,0,1
3915,Carrier Landing,1,0,0,0,1
2707,Carrizo,0,1,0,0,1
4601,Cartabianca (FR),0,0,0,0,0
3876,Carters Got Sass,1,0,0,0,1
641,Carthon,0,1,0,0,1
592,Cartwheel,1,1,0,0,1
1999,Cartwheelin Lulu,0,0,0,0,1
3548,Casa Creed,0,1,0,0,1
1201,Cash Offer,1,0,0,0,1
1492,Cashmere Woods,1,1,0,0,1
2380,Casper Slew,0,1,0,0,1
2951,Cassies Dreamer,1,1,0,0,1
146,Castle Casanova,1,0,0,0,1
3486,Cat Lady Steph,1,0,0,0,1
3647,Cat's Pajamas,1,0,0,0,1
